ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,Q2,Intro,Q19_1,Q19_2,Q19_3,Q19_4,Q18,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q14_1,Q14_2,Q14_3,Q14_4,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23_1,Q23_2,Q23_3,Q23_4,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43_1,Q43_2,Q43_3,Q43_4,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q50,MLQ_1,MLQ_2,MLQ_3,MLQ_4,MLQ_5,MLQ_6,EA_1,EA_2,EA_3,EA_4,EA_5,D1,D2,RO-BR-FL_9,RO-BR-FL_10
ResponseID,ResponseSet,StartDate,EndDate,Finished,Status,mTurkCode,We are asking you to participate in a research study associated with a series of studies titled “...,"For the first section of this survey, you will be shown three words at a time.  Each triad will b...",Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide1,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide2,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide3,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide4,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide5,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide6,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide7,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide8,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide9,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide10,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide11,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide12,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide13,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide14,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide15,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide16,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide17,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide18,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide19,Timing-First Click,Timing-Last Click,Timing-Page Submit,Timing-Click Count,Slide20,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I understand my life's meaning.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has a clear sense of purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have a good sense of what makes my life meaningful.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-I have discovered a satisfying life purpose.,INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-My life has no clear purpose.,"INSTRUCTIONS Please take a moment to think about what makes your life feel important to you. Plea...-Please select ""Absolutely Untrue"" here and continue with the survey as usual.",INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Happy,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Anxious,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Cheerful,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Worried,INSTRUCTIONS   Please rate to which extent you feel the following emotions at this time using the...-Pleased,Please select your gender:,"Please specify your age, in years, below:",Display Order: Block Randomizer FL_9,Display Order: Block Randomizer FL_10
{'ImportId': 'responseId'},{'ImportId': 'responseSetId'},{'ImportId': 'startDate'},{'ImportId': 'endDate'},{'ImportId': 'finished'},{'ImportId': 'status'},{'ImportId': 'embeddedData-mTurkCode'},{'ImportId': 'QID1'},{'ImportId': 'QID9'},{'ImportId': 'QID11-1'},{'ImportId': 'QID11-2'},{'ImportId': 'QID11-3'},{'ImportId': 'QID11-4'},{'ImportId': 'QID10'},{'ImportId': 'QID12-1'},{'ImportId': 'QID12-2'},{'ImportId': 'QID12-3'},{'ImportId': 'QID12-4'},{'ImportId': 'QID13'},{'ImportId': 'QID14-1'},{'ImportId': 'QID14-2'},{'ImportId': 'QID14-3'},{'ImportId': 'QID14-4'},{'ImportId': 'QID15'},{'ImportId': 'QID16-1'},{'ImportId': 'QID16-2'},{'ImportId': 'QID16-3'},{'ImportId': 'QID16-4'},{'ImportId': 'QID17'},{'ImportId': 'QID18-1'},{'ImportId': 'QID18-2'},{'ImportId': 'QID18-3'},{'ImportId': 'QID18-4'},{'ImportId': 'QID20'},{'ImportId': 'QID21-1'},{'ImportId': 'QID21-2'},{'ImportId': 'QID21-3'},{'ImportId': 'QID21-4'},{'ImportId': 'QID22'},{'ImportId': 'QID23-1'},{'ImportId': 'QID23-2'},{'ImportId': 'QID23-3'},{'ImportId': 'QID23-4'},{'ImportId': 'QID24'},{'ImportId': 'QID25-1'},{'ImportId': 'QID25-2'},{'ImportId': 'QID25-3'},{'ImportId': 'QID25-4'},{'ImportId': 'QID26'},{'ImportId': 'QID27-1'},{'ImportId': 'QID27-2'},{'ImportId': 'QID27-3'},{'ImportId': 'QID27-4'},{'ImportId': 'QID28'},{'ImportId': 'QID29-1'},{'ImportId': 'QID29-2'},{'ImportId': 'QID29-3'},{'ImportId': 'QID29-4'},{'ImportId': 'QID30'},{'ImportId': 'QID31-1'},{'ImportId': 'QID31-2'},{'ImportId': 'QID31-3'},{'ImportId': 'QID31-4'},{'ImportId': 'QID32'},{'ImportId': 'QID33-1'},{'ImportId': 'QID33-2'},{'ImportId': 'QID33-3'},{'ImportId': 'QID33-4'},{'ImportId': 'QID34'},{'ImportId': 'QID35-1'},{'ImportId': 'QID35-2'},{'ImportId': 'QID35-3'},{'ImportId': 'QID35-4'},{'ImportId': 'QID36'},{'ImportId': 'QID37-1'},{'ImportId': 'QID37-2'},{'ImportId': 'QID37-3'},{'ImportId': 'QID37-4'},{'ImportId': 'QID38'},{'ImportId': 'QID39-1'},{'ImportId': 'QID39-2'},{'ImportId': 'QID39-3'},{'ImportId': 'QID39-4'},{'ImportId': 'QID40'},{'ImportId': 'QID41-1'},{'ImportId': 'QID41-2'},{'ImportId': 'QID41-3'},{'ImportId': 'QID41-4'},{'ImportId': 'QID42'},{'ImportId': 'QID43-1'},{'ImportId': 'QID43-2'},{'ImportId': 'QID43-3'},{'ImportId': 'QID43-4'},{'ImportId': 'QID44'},{'ImportId': 'QID45-1'},{'ImportId': 'QID45-2'},{'ImportId': 'QID45-3'},{'ImportId': 'QID45-4'},{'ImportId': 'QID46'},{'ImportId': 'QID47-1'},{'ImportId': 'QID47-2'},{'ImportId': 'QID47-3'},{'ImportId': 'QID47-4'},{'ImportId': 'QID48'},{'ImportId': 'QID49-1'},{'ImportId': 'QID49-2'},{'ImportId': 'QID49-3'},{'ImportId': 'QID49-4'},{'ImportId': 'QID50'},{'ImportId': 'QID8-1'},{'ImportId': 'QID8-2'},{'ImportId': 'QID8-3'},{'ImportId': 'QID8-4'},{'ImportId': 'QID8-5'},{'ImportId': 'QID8-6'},{'ImportId': 'QID7-1'},{'ImportId': 'QID7-2'},{'ImportId': 'QID7-3'},{'ImportId': 'QID7-4'},{'ImportId': 'QID7-5'},{'ImportId': 'QID2'},{'ImportId': 'QID4-TEXT'},{'ImportId': 'RO-BR-FL_9'},{'ImportId': 'RO-BR-FL_10'}
R_1rj47sMbi88wTua,Default Response Set,7/8/2016 20:25,7/8/2016 20:26,1,0,12816298,1,1,0,0,4.004,0,1,0,0,4.006,0,1,0,0,4.006,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,6,1,5,2,4,2,4,1,26,Coherent,MLQ|EA
R_2ZPRjOmuGd3toxA,Default Response Set,7/8/2016 20:24,7/8/2016 20:27,1,0,62964140,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.008,0,1,0,0,4,0,1,0,0,4.008,0,1,0,0,4.001,0,1,0,0,4.005,0,1,0,0,4,0,1,4,4,4,3,5,1,4,1,2,1,3,1,34,Incoherent,EA|MLQ
R_2pPgHyTxl7WXVxo,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,79400130,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.009,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.018,0,1,0,0,4.005,0,1,0,0,4.001,0,1,5,5,6,6,3,1,5,1,5,1,5,2,24,Incoherent,EA|MLQ
R_RquAjb8ijCjyT1n,Default Response Set,7/8/2016 20:24,7/8/2016 20:27,1,0,91736533,1,1,0,0,4.091,0,1,0,0,4.105,0,1,0,0,4.092,0,1,0,0,4.085,0,1,0,0,4.122,0,1,0,0,4.098,0,1,0,0,4.093,0,1,0,0,4.099,0,1,0,0,4.097,0,1,0,0,4.117,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,1,6,2,4,2,5,1,29,Coherent,MLQ|EA
R_BKgk3CzYXLiriN3,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,92695923,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.129,0,1,0,0,4.13,0,1,0,0,4.127,0,1,0,0,4.127,0,1,0,0,4.123,0,1,0,0,4.14,0,1,0,0,4.121,0,1,0,0,4.117,0,1,0,0,4.123,0,1,0,0,4.122,0,1,5,6,6,6,1,1,6,2,6,2,6,2,43,Incoherent,EA|MLQ
R_BQg6ZRimuaRPTDb,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,74131839,1,1,2.258,2.258,4.004,1,1,0,0,4.009,0,1,0,0,4.002,0,1,0,0,4.259,0,1,0,0,4.993,0,1,0,0,5.004,0,1,0,0,4.992,0,1,0,0,4.91,0,1,0,0,4.02,0,1,0,0,4.009,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,7,1,7,1,7,2,53,Coherent,MLQ|EA
R_2dXROQ5NChxACNG,Default Response Set,7/8/2016 20:24,7/8/2016 20:27,1,0,50551661,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.014,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.008,0,1,0,0,4.004,0,1,0,0,4.01,0,1,0,0,4.015,0,1,0,0,4.007,0,1,0,0,4.003,0,1,5,6,6,6,5,1,4,7,4,5,5,2,26,Incoherent,EA|MLQ
R_PvxPb9gQYdnk0tr,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,97312084,1,1,0,0,4.255,0,1,0,0,4.347,0,1,0,0,4.322,0,1,0,0,4.304,0,1,0,0,4.298,0,1,0,0,4.268,0,1,0,0,4.38,0,1,0,0,4.331,0,1,0,0,4.347,0,1,0,0,4.339,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,3,1,2,5,2,6,3,2,32,Coherent,MLQ|EA
R_YWbzk3iaU65LsAh,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,18990416,1,1,0,0,4.007,0,1,0,0,4.008,0,1,0,0,4.006,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.007,0,1,0,0,4.006,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,3,1,3,5,4,5,4,1,31,Coherent,EA|MLQ
R_11WPBK4AEArCVXG,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,20717284,1,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,6,1,4,1,3,1,4,2,29,Coherent,MLQ|EA
R_3MmSFrBRNp3Hrif,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,96566787,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.002,0,1,6,6,6,6,2,1,6,1,6,1,4,1,63,Incoherent,EA|MLQ
R_bdBE4bnANuTyWY1,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,19219721,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.077,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.02,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.003,0,1,0,0,4.01,0,1,5,6,7,6,1,1,5,5,4,5,3,2,35,Incoherent,EA|MLQ
R_6x541gFbnup5WiB,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,17651452,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.004,0,1,0,0,4.006,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.007,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4,0,1,0,0,4.002,0,1,4,4,6,4,4,1,6,1,5,1,5,1,45,Incoherent,EA|MLQ
R_UGSPGTVNvbYhJqV,Default Response Set,7/8/2016 20:26,7/8/2016 20:27,1,0,12375161,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.005,0,1,0,0,4.012,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,6,6,6,6,2,1,6,2,6,2,6,2,42,Incoherent,MLQ|EA
R_1NqOblG9spc8LM3,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,44439837,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.024,0,1,0,0,4.028,0,1,0,0,4.034,0,1,0,0,4.023,0,1,0,0,4.024,0,1,0,0,4.044,0,1,0,0,4.016,0,1,0,0,4.016,0,1,0,0,4.027,0,1,0,0,4.017,0,1,6,6,6,6,2,1,6,3,6,1,4,2,39,Incoherent,EA|MLQ
R_1LIOamXscdvuxSd,Default Response Set,7/8/2016 20:25,7/8/2016 20:27,1,0,6418813,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,1.677,1.677,4.004,1,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.002,0,1,3,3,3,3,5,1,2,4,1,3,2,2,25,Incoherent,MLQ|EA
R_2a8G3fTSjtS66CT,Default Response Set,7/8/2016 20:26,7/8/2016 20:27,1,0,79513772,1,1,0,0,4.005,0,1,0,0,4.007,0,1,0,0,4.006,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.005,0,1,0,0,4.002,0,1,0,0,4.005,0,1,0,0,4.004,0,1,0,0,4.005,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,2,1,6,1,6,1,7,1,19,Coherent,MLQ|EA
R_yxue6Nd6Zvk14Up,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,21517266,1,1,0,0,4.154,0,1,0,0,4.148,0,1,0,0,4.137,0,1,0,0,4.161,0,1,0,0,4.156,0,1,0,0,4.229,0,1,0,0,4.146,0,1,0,0,4.153,0,1,0,0,4.118,0,1,0,0,4.146,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,7,1,1,7,1,6,1,2,29,Coherent,MLQ|EA
R_ctHz1SKZLAZ05vH,Default Response Set,7/8/2016 20:25,7/8/2016 20:28,1,0,46388284,1,1,0,0,4.016,0,1,0,0,4.006,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.006,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,4,1,1,5,1,4,1,4,2,31,Coherent,MLQ|EA
R_3EZvyKNY3QsYKy1,Default Response Set,7/8/2016 20:24,7/8/2016 20:28,1,0,36350117,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.158,0,1,0,0,4.16,0,1,0,0,4.158,0,1,0,0,4.141,0,1,0,0,4.186,0,1,0,0,4.154,0,1,0,0,4.167,0,1,0,0,4.487,0,1,0,0,4.139,0,1,0,0,4.147,0,1,4,3,3,3,5,1,3,6,,5,3,2,52,Incoherent,EA|MLQ
R_6nSeVBkLRzb4lFv,Default Response Set,7/8/2016 20:25,7/8/2016 20:28,1,0,97489224,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.009,0,1,0,0,4.005,0,1,0,0,4.009,0,1,0,0,4.007,0,1,0,0,4.004,0,1,0,0,4.008,0,1,0,0,4.006,0,1,0,0,4.005,0,1,0,0,4.007,0,1,0,0,4.004,0,1,5,5,5,4,1,1,4,2,2,1,3,2,34,Incoherent,EA|MLQ
R_065EuU67r18qPjr,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,44489131,1,1,1.435,1.435,4.021,1,1,2.192,2.192,4.012,1,1,0,0,4.01,0,1,0,0,4.026,0,1,0,0,4.019,0,1,0,0,4.005,0,1,0,0,4.016,0,1,0,0,4.03,0,1,0.26,0.26,4.02,1,1,0,0,4.008,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,7,5,7,1,7,2,51,Coherent,MLQ|EA
R_3Ny4Od5W3MXHNb3,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,46396150,1,1,0.647,0.647,4.088,1,1,0,0,4.085,0,1,0,0,4.11,0,1,0,0,4.09,0,1,0,0,4.047,0,1,0,0,4.092,0,1,0,0,4.086,0,1,0,0,4.071,0,1,0,0,4.06,0,1,0,0,4.065,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,7,1,7,1,7,1,23,Coherent,MLQ|EA
R_3EYBKazx0M4v82t,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,69651686,1,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,3,1,4,5,4,5,4,1,26,Coherent,EA|MLQ
R_3stCdfyD26gFTif,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,65922055,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.057,0,1,0,0,4.052,0,1,0,0,4.075,0,1,0,0,4.042,0,1,0,0,4.065,0,1,0,0,4.056,0,1,0,0,4.074,0,1,0,0,4.058,0,1,0,0,4.058,0,1,0,0,4.06,0,1,3,4,5,4,5,1,3,2,2,2,2,1,55,Incoherent,EA|MLQ
R_cub1dtdiA0WhWCt,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,48458857,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.385,2.385,4.004,1,1,0,0,4.01,0,1,0,0,4.013,0,1,0,0,4.002,0,1,0,0,4.011,0,1,0,0,4.004,0,1,0,0,4.012,0,1,0,0,4.001,0,1,0,0,4.007,0,1,0,0,4.001,0,1,5,6,6,5,2,1,6,2,5,2,6,1,40,Incoherent,EA|MLQ
R_1DtKBOdfoak7QNE,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,16697944,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.009,0,1,2.842,2.842,4.007,1,1,0,0,3.994,0,1,0,0,4.024,0,1,0,0,4.009,0,1,0,0,4.01,0,1,0,0,4.005,0,1,0,0,4.012,0,1,0,0,4.009,0,1,0,0,4.012,0,1,6,6,6,6,1,1,5,1,5,1,6,2,58,Incoherent,EA|MLQ
R_1OpIPD86Z0ZAn5M,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,46760583,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.065,0,1,0,0,4.067,0,1,0,0,4.062,0,1,0,0,4.065,0,1,0,0,4.086,0,1,0,0,4.061,0,1,0,0,4.048,0,1,0,0,4.048,0,1,0,0,4.115,0,1,0,0,4.076,0,1,6,6,7,6,1,1,6,2,6,1,6,2,62,Incoherent,MLQ|EA
R_1mOi43Zewwbsitx,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,6334621,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.166,0,1,0,0,4.117,0,1,0,0,4.155,0,1,0,0,4.002,0,1,0,0,4,0,1,0,0,4.003,0,1,0,0,4,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.004,0,1,3,3,5,5,3,1,7,2,7,2,7,2,34,Incoherent,MLQ|EA
R_3p6kdwi5cHQS5D9,Default Response Set,7/8/2016 20:26,7/8/2016 20:28,1,0,81533467,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.005,0,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,3,2,3,3,5,1,3,3,2,3,2,2,23,Incoherent,EA|MLQ
R_OiLb8Dw4mVU8uSB,Default Response Set,7/8/2016 20:27,7/8/2016 20:28,1,0,76207720,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.008,0,1,0,0,4.012,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.006,0,1,0,0,4.002,0,1,0,0,4.013,0,1,0,0,4.013,0,1,0,0,4.009,0,1,3,3,3,3,5,1,4,2,4,3,4,1,58,Incoherent,EA|MLQ
R_3exgIqMzHIW8EeH,Default Response Set,7/8/2016 20:27,7/8/2016 20:28,1,0,63679243,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.426,3.426,4.002,1,1,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.01,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4,0,1,0,0,4.002,0,1,0,0,4.002,0,1,5,5,5,5,5,1,1,1,1,1,1,1,27,Incoherent,EA|MLQ
R_1mPYfAnnYHCe2tF,Default Response Set,7/8/2016 20:27,7/8/2016 20:28,1,0,67628328,1,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.002,0,1,0,0,5.985,0,1,0,0,4.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,7,1,6,1,6,1,23,Coherent,MLQ|EA
R_2XoDTU1F2t3Sdcp,Default Response Set,7/8/2016 20:27,7/8/2016 20:28,1,0,96670152,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.006,0,1,0,0,4.002,0,1,0,0,4.038,0,1,0,0,4.003,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.001,0,1,0,0,4.031,0,1,2,4,3,4,2,1,4,1,4,1,4,2,33,Incoherent,EA|MLQ
R_3IY6iKKELj0Rwuu,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,60976286,1,1,0,0,4.004,0,1,0,0,4.005,0,1,0,0,4.011,0,1,0,0,4.004,0,1,0,0,4.004,0,1,0,0,4.002,0,1,0,0,4.002,0,1,0,0,4.004,0,1,0,0,4.003,0,1,0,0,4.004,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,2,1,6,1,5,1,4,2,41,Coherent,MLQ|EA
R_3GoX1i8EPblp2gc,Default Response Set,7/8/2016 20:27,7/8/2016 20:29,1,0,29934300,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.003,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.002,0,1,0,0,4.003,0,1,0,0,4.004,0,1,0,0,4.001,0,1,0,0,4.004,0,1,0,0,4.006,0,1,4,5,4,4,3,1,4,4,4,4,4,2,22,Incoherent,MLQ|EA
